,store,sido,gungu,address,phone
289,원주기업도시점,강원도,원주시,"강원도 원주시 지정면 신지정로 197-5, 1층 102호",033-747-9294
290,원주개운점,강원도,원주시,강원도 원주시 개운동 393-6번지,033-762-9492
291,원당검단점,인천광역시,서구,"인천광역시 서구 당하동 1030-1, 106호",032-562-9492
292,원내점,대전광역시,유성구,"대전광역시 유성구  진잠로150번길 15-7, 101호",042-543-9295
293,원곡본동점,경기도,안산시,경기도 안산시 단원구  화랑로 28,031-495-9482
294,울산화봉점,울산광역시,북구,울산광역시 북구  상방로 139,052-287-9294
295,울산일산대송점,울산광역시,동구,울산광역시 동구 일산동 535-4번지,052-251-9295
296,울산온양점,울산광역시,울주군,울산광역시 울주군 온양읍 대안리415-19번지,052-239-9282
297,울산온산점,울산광역시,울주군,"울산광역시 울주군 온산읍 영남6길 7, 1층",052-238-9295
298,울산옥동신정1호점,울산광역시,남구,울산광역시 남구 옥동 1405-27번지,052-273-9282
299,울산언양점,울산광역시,울주군,울산광역시 울주군 언양읍 동부리 257-10번지,052-263-6622
300,울산야음점,울산광역시,남구,울산광역시 남구  야음동 693-5,052-269-0004/052-269-0023
301,울산신정3호점,울산광역시,남구,울산광역시 남구 신정5동 265-50번지,052-268-9294
302,울산성안점,울산광역시,중구,울산광역시 중구  백양로 14,052-246-6994
303,울산삼호점,울산광역시,남구,울산광역시 남구 무거동 1447-9호,052-222-9242
304,울산삼산점,울산광역시,남구,"울산광역시 남구  돋질로 334, 1층",052-276-9255/052-276-9256
305,울산복산점,울산광역시,중구,울산광역시 중구  화합로 498,052-297-9294
306,울산방어꽃바위점,울산광역시,동구,울산광역시 동구  화문로 41,052-201-9940
307,울산반구점,울산광역시,중구,"울산광역시 중구  화합로 388, 1호",052-298-8294
308,울산무거점,울산광역시,남구,울산광역시 남구  신복로7 1층,052-249-9482
309,울산달동점,울산광역시,남구,울산광역시 남구  번영로89번길 23,052-266-9582
310,울산다운점,울산광역시,중구,울산광역시 중구  다운로 64,052-903-1173
311,울산농소1호점,울산광역시,북구,울산광역시 북구 매곡1로 55-23,052-293-8294
312,울산남목점,울산광역시,동구,울산광역시 동구  미포3길 35,052-252-9929
313,운정2호점,경기도,파주시,"경기도 파주시  한울로 84, 518동 102호",031-948-9282
314,운정1호점,경기도,파주시,"경기도 파주시  가온로 27, 월드아파트상가 108호",031-948-6692
315,운양점,경기도,김포시,경기도 김포시  김포한강11로 288-27,031-988-8294
316,운서점,인천광역시,중구,"인천광역시 중구  신도시남로141번길 16, 102호",032-747-0992
317,우정태화점,울산광역시,중구,울산광역시 중구  태화로 263,052-246-9982
318,우장산동점,서울특별시,강서구,서울특별시 강서구  화곡로31길 18,02-2607-9960
319,우아호성점,전라북도,전주시,전라북도 전주시 덕진구  우아로28,063-246-9280
320,우만1동점,경기도,수원시,경기도 수원시 팔달구  세지로 440,031-216-8899
321,용호메트로점,부산광역시,남구,"부산광역시 남구  용호로90번길 12-4, A-103호",051-628-9492
322,용현1호점,인천광역시,남구,인천광역시 남구 용현동 2-9,032-868-9242
323,용인죽전1호점,경기도,용인시,경기도 용인시 수지구 죽전동 425-2번지 108호,031-263-9294
324,용인역북점,경기도,용인시,"경기도 용인시 처인구 역북동 명지로40번길 35-16,상가동 지1층",031-339-9294
325,용인양지점,경기도,용인시,"경기도 용인시 처인구  양지로 143번길 5-5 1층 1,2호",031-338-8595
326,용인성복점,경기도,용인시,경기도 용인시 수지구 성복동 134번지 302호,031-272-9494
327,용인보라점,경기도,용인시,"경기도 용인시 기흥구  한보라1로 42-4., 105호",031-285-8295
328,용인둔전점,경기도,용인시,경기도 용인시 처인구 포곡읍 둔전리 405-19 105호,031-333-2336
329,용인동천점,경기도,용인시,"경기도 용인시 수지구  수풍로117번길 2-2, 102호",031-266-9254
330,용인김량장동점,경기도,용인시,"경기도 용인시 처인구 중부대로 1393, 1층 3호",031-334-9256
331,용인구성점,경기도,용인시,경기도 용인시 기흥구  마북로 98,031-275-9299
332,용인강남대점,경기도,용인시,"경기도 용인시 기흥구 강남로 12, 108, 109호(구갈동, 스카이프라자)",031-287-9295
333,용이동점,경기도,평택시,"경기도 평택시  현신3길 4, 102호",031-651-9295
334,용운판암점,대전광역시,동구,대전광역시 동구  새울로91번길2,042-272-9200
335,용산용문점,서울특별시,용산구,서울특별시 용산구  새창로 119,02-711-9294
336,용두신설점,서울특별시,동대문구,서울특별시 동대문구  안암로 40,02-953-9294
337,"용당용호2,4동점",부산광역시,남구,부산광역시 남구  용주로 29,051-612-0094
338,용담점,제주도,제주시,제주도 제주시 용담로70,064-725-8892
339,완주삼례점,전라북도,완주군,전라북도 완주군 삼례읍 삼봉로 117,063-291-9293
340,완월자산점,경상남도,창원시,경상남도 창원시 마산합포  고운로 181,055-221-9294
341,완도점,전라남도,완도군,전라남도 완도군 완도읍 가용리 1062-4,061-555-1192
342,와동점,경기도,안산시,경기도 안산시 단원구  753-9 번지 1층,031-485-9294
343,온천3동점,부산광역시,동래구,부산광역시 동래구  충렬대로86번길 31,051-502-8005
344,온의퇴계점,강원도,춘천시,강원도 춘천시 온의동 541-3번지,033-256-8892
345,옥정지구점,경기도,양주시,경기도 양주시  옥정동로5길 49,031-857-9294
346,옥산정평점,경상북도,경산시,경상북도 경산시  성암로 21길 43,053-802-9494
347,옥련점,인천광역시,연수구,인천광역시 연수구  청량로239번길 11,032-834-8294
348,옥길지구점,경기도,부천시,"경기도 부천시   범안로219번길 19, 지하2층 비207호(옥길동) (",032-343-9294
349,옥곡백천점,경상북도,경산시,"경상북도 경산시  백천동로7, 상가동 108호",053-801-9494
350,옥계구포점,경상북도,구미시,경상북도 구미시  산호대로 25길 25-38,054-476-9492
351,오태북삼점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 북삼로 109,054-973-9580
352,오창2산단점,충청북도,청주시,"충청북도  청주시 청원구  오창읍  2산단로 185-1, 1층",043-214-9492
353,오송점,충청북도,청주시,충청북도  청주시 흥덕구 오송읍 만수길 14-4,043-231-4308
354,오산중앙점,경기도,오산시,경기도 오산시  경기대로 333번길 31,031-376-9492
355,오산신장점,경기도,오산시,경기도 오산시  오산로348번길 3,031-372-3006
356,오산대원점,경기도,오산시,경기도 오산시  오산로 198번길 29,031-373-9492
357,오목천점,경기도,수원시,경기도 수원시 권선구  오목천로 31,031-291-9229
358,오금점,서울특별시,송파구,서울특별시 송파구  마천로 196,02-409-9492
359,예산읍점,충청남도,예산군,충청남도 예산군 예산읍 역전로140번길21,041-333-9255
360,예산삽교읍점,충청남도,예산군,충청남도 예산군 삽교읍 삽교로 88,041-338-9492
361,영통2동점,경기도,수원시,경기도 수원시 영통구 영통2동 77-2번지,031-273-8080
362,영통1동점,경기도,수원시,경기도 수원시 영통구  반달로 7번길 40,031-202-9942
363,영천동부점,경상북도,영천시,"경상북도 영천시  창신1길 42, 301동 1층 3호",054-335-8259
364,영주휴천점,경상북도,영주시,경상북도 영주시  지천로 108,054-636-9492
365,영주대청점,부산광역시,중구,부산광역시 중구  동영로 24,051-465-9492
366,영주가흥점,경상북도,영주시,경상북도 영주시 가흥동 1810-1,054-633-9294
367,영월점,강원도,영월군,강원도  영월군  영월읍  중앙로 13,033-372-1235
368,영암삼호점,전라남도,영암군,"전라남도 영암군 삼호읍 삼호중앙로 234, 나동 1층",061-463-9492
369,영동읍점,충청북도,영동군,충청북도 영동군 영동읍 계산리 588-36,043-743-8294
370,영덕읍점,경상북도,영덕군,경상북도 영덕군 영덕읍 남석리 23번지,054-733-9246/054-734-2185
371,영덕영해점,경상북도,영덕군,경상북도 영덕군 영해면 성내리 481-3,054-734-9292
372,염창역점,서울특별시,양천구,"서울특별시 양천구  공항대로 644, 지앤빌딩",02-2648-9294
373,연일유강점,경상북도,포항시,경상북도 포항시 남구 연일읍 철강로25번길 60,054-286-1399
374,연수교현점,충청북도,충주시,충청북도 충주시  갱고개로 39,043-846-8292
375,연수1동점,인천광역시,연수구,인천광역시 연수구  먼우금로 264번길 12,032-814-9482
376,연산2호점,부산광역시,연제구,부산광역시 연제구 연산동 798-1,051-852-9492
377,연산1동점,부산광역시,연제구,부산광역시 연제구 연산동 615-10,051-867-9495/051-868-9495
378,연무읍점,충청남도,논산시,충청남도 논산시 연무읍 연무로 180-1,041-741-9492
379,연남점,서울특별시,마포구,서울특별시 마포구  동교로27길 91,02-334-9482
380,역촌점,서울특별시,은평구,서울특별시 은평구  연서로 49,02-387-9294
381,역삼2동점,서울특별시,강남구,"서울특별시 강남구  언주로 69길 16, 103호",02-566-9294
382,역삼1동점,서울특별시,강남구,"서울특별시 강남구  역삼로 129 ,104호",02-558-9995
383,역곡점,경기도,부천시,경기도 부천시 원미구 역곡동 110-8번지,032-342-8294
384,여주점,경기도,여주시,경기도 여주시  여흥로 108,031-886-9492
385,여좌중앙점,경상남도,창원시,경상남도 창원시 진해구  충장로41,055-541-2222
386,여의도3호점,서울특별시,영등포구,서울특별시 영등포구 여의도동 84,02-785-9494
387,여의도1호점,서울특별시,영등포구,서울특별시 영등포구 여의도동15-16 산정빌딩 105호,02-784-9492
388,여월도당점,경기도,부천시,경기도 부천시 오정구 여월동 5번지 대원스카이빌 1층 11호,032-672-9294
389,여수죽림점,전라남도,여수시,전라남도 여수시 소라면 죽림중앙로 33,061-692-9494
390,여수여천점,전라남도,여수시,전라남도 여수시  망마로 102,061-686-0017
391,여수여서점,전라남도,여수시,전라남도 여수시  여문1로 28,061-654-3633
392,여수봉산국동점,전라남도,여수시,전라남도 여수시  어항로 27-1,061-642-9939
393,여수미평점,전라남도,여수시,전라남도 여수시  양지1길 6-14,061-654-9492
394,여수문수점,전라남도,여수시,전라남도 여수시  문수로 24,061-651-0017
395,여수무선점,전라남도,여수시,전라남도 여수시  화산1길 7,061-692-6767
396,여수돌산점,전라남도,여수시,전라남도 여수시 돌산읍 강남8길 15-34,061-644-8253
397,여수관문점,전라남도,여수시,전라남도 여수시 충무동 463-1번지,061-641-9494
398,양평점,경기도,양평군,경기도 양평군 양평읍 한빛길4,031-774-9992
399,양주삼숭고읍점,경기도,양주시,"경기도 양주시  부흥로 2094, TS푸른솔3차아파트 상가동",031-844-8292
400,양주백석점,경기도,양주시,경기도 양주시 벡석읍 호명로 92,031-875-9288
401,양주덕계점,경기도,양주시,경기도 양주시 덕계동 473-4번지,031-868-9492
402,양정염포점,울산광역시,북구,울산광역시 북구  염포로 563,052-289-9282
403,양재1동점,서울특별시,서초구,서울특별시 서초구 양재1동 110-5번지,02-577-9492
404,양양점,강원도,양양군,강원도 양양군 양양읍 남문로15,033-673-9575
405,양양낙산점,강원도,양양군,강원도 양양군 강현면 일출로 31-10,033-672-9492
406,양산신도시점,경상남도,양산시,"경상남도 양산시  양주로 38, 1층 108호",055-365-8892
407,양산석산점,경상남도,양산시,"경상남도 양산시 동면 금오12길 4-5, 1층",055-366-9492
408,양산서창점,경상남도,양산시,경상남도 양산시 삼호동 794-1 1층,055-363-9282
409,양산범어점,경상남도,양산시,경상남도 양산시 물금읍 범구로 17,055-365-8294
410,양산물금점,경상남도,양산시,"경상남도 양산시 물금읍 버들길 36, 1층",055-382-9982
411,양산덕계점,경상남도,양산시,경상남도 양산시  배움터길 20,055-362-9282
412,양구점,강원도,양구군,강원도 양구군 양구읍 중심로 184-1,033-482-5092
413,야탑3동점,경기도,성남시분당구,경기도 성남시분당구  벌말로 29번길 18,031-781-9294
414,"야탑1,2동점",경기도,성남시,경기도 성남시 분당구  판교로 443,031-708-5777
415,애월점,제주도,제주시,제주도 제주시 애월읍 고내로11길 30,064-799-8294
416,압량조영점,경상북도,경산시,경상북도 경산시 압량면 청운1로 89,053-817-8295
417,압구정점,서울특별시,강남구,서울특별시 강남구  신사동 619-6번지,02-3444-9294
418,암사3동점,서울특별시,강동구,서울특별시 강동구  암사길 88,02-428-9294
419,알펜시아점,강원도,평창군,강원도 평창군 대관령면 솔봉로 325,033-339-0146
420,안양중앙시장점,경기도,안양시,경기도 안양시 만안구  냉천로 193번길 42 안양4동 711-120,031-466-9292
421,안양박달점,경기도,안양시,경기도 안양시 만안구  박달로 506,031-442-9294
422,안양관양점,경기도,안양시,경기도 안양시 동안구 관양1동 1386-18번지,031-387-6661
423,안양7동점,경기도,안양시,"경기도 안양시 만안구  태평로 52번길 37, 지상 1층 110호",031-465-9234
424,안성한경대점,경기도,안성시,경기도 안성시 석정동 343번지 우남상가 102호,031-672-9492
425,안산한양대점,경기도,안산시,경기도 안산시 상록구  사동 1550-8,031-415-8295
426,안산초지점,경기도,안산시,경기도 안산시 단원구 초지동 742-9번지 메가쇼핑 113호,031-484-9244
427,안산일동점,경기도,안산시,경기도 안산시 상록구 일동 88-2번지 102호,031-417-9482
428,안산성포점,경기도,안산시,경기도 안산시 상록구 성포동 592-2번지 현대@상가 112동 107호,031-486-9594
429,안동중앙점,경상북도,안동시,경상북도 안동시  퇴계로 152,054-842-9696
430,안동용상점,경상북도,안동시,경상북도 안동시  경동로 908,054-821-8294
431,안동1호점,경상북도,안동시,경상북도 안동시  경동로 349,054-858-9285
432,아산탕정점,충청남도,아산시,"충청남도 아산시 탕정면 명암리 939-10, 101호",041-542-9492
433,아산장재점,충청남도,아산시,"충청남도 아산시  용연로 71, 103호",041-532-9482
434,아산용화점,충청남도,아산시,충청남도 아산시  온중로 39,041-532-9294
435,아산신창점,충청남도,아산시,충청남도 아산시 신창면 행목리 215-3,041-542-8294
436,아산둔포테크노벨리점,충청남도,아산시,"충청남도 아산시  아산밸리중앙로 67, 이지더원아파트 414동 B108,",041-547-9294
437,아산권곡점,충청남도,아산시,"충청남도 아산시  청운로 146번길 2, 201호",041-533-9492
438,쌍문점,서울특별시,도봉구,서울특별시 도봉구  도봉로 125길 53,02-992-4555
439,심곡점,경기도,부천시,"경기도 부천시  신흥로 22, 1층 105호(심곡동, 스카이파크)",032-612-9494
440,신흥약대점,경기도,부천시,경기도 부천시 원미구  약대동 118,032-678-9294
441,신현원창점,인천광역시,서구,인천광역시 서구 가정동 515-1,032-577-9294
442,신평비산점,경상북도,구미시,경상북도 구미시  구미대로30길 26,054-453-0092
443,신탄진점,대전광역시,대덕구,대전광역시 대덕구  덕암로 255,042-936-9492
444,신촌점,서울특별시,서대문구,서울특별시 서대문구  연세로 42-32,02-312-9494
445,신창신가점,광주광역시,광산구,광주광역시 광산구  신창로86번길 7-9,062-962-9292
446,신정4동점,서울특별시,양천구,서울특별시 양천구  오목로 130,02-2692-9492
447,신정3동점,서울특별시,양천구,서울특별시 양천구 신정3동 761-89번지 대승프라자 103호,02-3666-9292
448,신월성점,대구광역시,달서구,"대구광역시 달서구 조암남로85,115호 (월성동,DS타워)",053-639-9944
449,신월사파점,경상남도,창원시,경상남도 창원시 의창구  원이대로 687,055-266-9929
450,"신월3,5동점",서울특별시,양천구,서울특별시 양천구 신월5동 58-1번지,02-2691-8294
451,"신월2,4동점",서울특별시,양천구,"서울특별시 양천구 신월동 월정로 20-1,1층 3호",02-2697-2232
452,신시가지점,제주도,서귀포시,제주도 서귀포시  신서귀로 43,064-739-9294
453,신수점,서울특별시,마포구,"서울특별시 마포구  토정로18길 11,상가동 102호",02-715-9492
454,신성점,대전광역시,유성구,대전광역시 유성구  신성로 66,042-863-9492
455,신사1동점,서울특별시,은평구,"서울특별시 은평구  갈현로 39-1, 1층 4호(신사동)",02-386-9294
456,신림동점,서울특별시,관악구,서울특별시 관악구  신림동길 27,02-885-9294
457,신둔점,경기도,이천시,경기도 이천시 신둔면 증신로 561,031-633-1696
458,신도림점,서울특별시,구로구,서울특별시 구로구  신도림로11길 45,02-2677-9294
459,신대점,전라남도,순천시,전라남도 순천시 해룡면 매안4길 22,061-723-8294
460,신대방1동점,서울특별시,동작구,서울특별시 동작구  신대방1길 16,02-843-9294
461,신당역점,서울특별시,중구,서울특별시 중구  퇴계로87길 22,02-2232-9294
462,"신당3,4동점",서울특별시,중구,"서울특별시 중구  다산로32, 2상가 108호",02-2253-3344
463,신내1동점,서울특별시,중랑구,서울특별시 중랑구 신내1동 398-4번지,02-436-9977
464,신길뉴타운점,서울특별시,영등포구,"서울특별시 영등포구  신길로 119, 112동 110호 (신길동, 한화꿈에그린상가)",02-832-9492
465,신기북정점,경남,양산시,경남 양산시 삼성5길 5-21  (북정동),055-387-9212
466,신곡2동점,경기도,의정부시,"경기도 의정부시  부용로210번길 17, 101호",031-851-9285
467,신곡1동점,경기도,의정부시,"경기도 의정부시  발곡로 31번길 15 (신곡동, 지상1층)",031-821-9294
468,신갈점,경기도,용인시,경기도 용인시 기흥구  구갈로60번길 11,031-285-3800
469,시흥월곶점,경기도,시흥시,경기도 시흥시 월곶동 994-1번지 주영프라자 101호,031-318-9482
470,시흥신천점,경기도,시흥시,경기도 시흥시 신천동 378-7,031-311-9294
471,시흥대야점,경기도,시흥시,경기도 시흥시 대야동 475-11번지,031-313-9294
472,시흥능곡점,경기도,시흥시,경기도 시흥시  능곡로 182,031-435-9294
473,시흥5동점,서울특별시,금천구,서울특별시 금천구  금하로 731-7,02-804-9294
474,시흥1동점,서울특별시,금천구,서울특별시 금천구  은행나무로 24,02-894-9294
475,시립대점,서울특별시,동대문구,서울특별시 동대문구 전농동 155번지 삼성@상가 201호,02-2214-5292
476,순천풍덕점,전라남도,순천시,전라남도 순천시  풍덕주택길 3,061-741-7492/061-741-8492
477,순천조례점,전라남도,순천시,전라남도 순천시  봉화3길 5,061-722-8292/061-723-8292
478,순천연향점,전라남도,순천시,전라남도  순천시   연향1로 12,061-722-9294
479,순천북부점,전라남도,순천시,전라남도 순천시  업동2길 2,061-751-9244
480,순천남부점,전라남도,순천시,전라남도 순천시  우석로 202,061-746-9292/061-746-9494
481,순창점,전라북도,순창군,전라북도 순창군 순창읍 장류로 358,063-653-9492
482,수택3동점,경기도,구리시,경기도 구리시 수택3동 853번지 럭키아파트상가 108호,031-568-9294
483,수택2동점,경기도,구리시,"경기도 구리시  벌말로 185, 117호",031-553-9492
484,수진점, , ,,
485,수유2동벽산점,서울특별시,강북구,서울특별시 강북구  삼양로 424,02-998-1500
486,수원조원1동점,경기도,수원시,경기도 수원시 장안구  조원로 111번길 31,031-241-9294
487,수원정자3동점,경기도,수원시,경기도 수원시 장안구 천천동 481-5 1층,031-268-9211
488,수원정자2동점,경기도,수원시,경기도 수원시 장안구 정자2동 46-41번지,031-256-9294
489,수원인계점,경기도,수원시,경기도 수원시 팔달구 인계동 1008-24,031-233-9294
490,수원율전점,경기도,수원시,"경기도 수원시 장안구  서부로2197번길 40, 101호",031-269-9298
491,수원영화점,경기도,수원시,경기도 수원시 장안구 정조로934번길 46,031-245-2727
492,수원역점,경기도,수원시,경기도 수원시 팔달구  매산로52번길 8-1,031-255-9492
493,수원세류점,경기도,수원시,"경기도 수원시 권선구  덕영대로 1113-10, 1층(세류동)",031-223-9294
494,수완2호점,광주광역시,광산구,"광주광역시 광산구 신가 1245, 1층",062-955-9493
495,수암신정2호점,울산광역시,남구,"울산광역시 남구  신선로 45, 롯데캐슬중앙상가동 209호",052-276-1919
496,수석석남점,충청남도,서산시,충청남도 서산시  덕지천로 105 (석림동),041-667-9492
497,수색증산점,서울특별시,은평구,서울특별시 은평구 증산서길 98,02-372-9285
498,수락점,서울특별시,노원구,"서울특별시 노원구 동일로 239길 19, 105호",02-933-9295
499,수내점,경기도,성남시분당구,"경기도 성남시분당구  발이봉남로 3번길 4, 1층",031-711-9492
500,수곡모충점,충청북도,청주시,충청북도 청주시 서원구  구룡산로 340,043-285-9492
501,송파점,서울특별시,송파구,"서울특별시 송파구  송이로2길 3, 1층",02-422-9482
502,송추점,경기도,양주시,"경기도 양주시 장흥면 가마골로 173, 1층",031-837-9005
503,송촌점,대전광역시,대덕구,대전광역시 대덕구  동춘당로 44번길 20,042-639-8294
504,송천에코점,전라북도,전주시덕진구,전라북도 전주시덕진구 송천로 112-42,063-277-9288
505,송우리점,경기도,포천시,경기도 포천시 소흘읍 송우로 55-5,031-544-9294
506,송림송현점,인천광역시,동구,인천광역시 동구  금곡로 86-1,032-773-9282
507,송도신도시점,인천광역시,연수구,인천광역시 연수구  컨벤시아대로 50,032-833-9482
508,송도3동점,인천광역시,연수구,인천광역시 연수구 송도동 190-2  글로벌캠퍼스푸르지오상가 202동 131호,032-816-9494
509,송내북부역점,경기도,부천시,경기도 부천시 원미구 상동 429-14,032-321-9492
510,송내2동점,경기도,부천시,경기도 부천시 소사구 송내2동 628-24번지,032-661-9282
511,속초조양점,강원도,속초시,"강원도 속초시  조양상가길 2, 110호",033-638-9595
512,속초교동점,강원도,속초시,강원도 속초시 교동 교동로 113번지,033-637-8892
513,소하2동점,경기도,광명시,경기도 광명시  성채로 50번길 33,02-898-9291
514,소하1동점,경기도,광명시,경기도 광명시 소하1동 1324번지 주공아파트 상가 (후문),02-899-9492
515,소촌우산점,광주광역시,광산구,광주광역시 광산구  사암로106번길 57,062-941-9495
516,소사점,경기도,부천시,경기도 부천시 소사구 소사본3동 400-7 청구@ 상가 101호,032-344-9477
517,소사벌점,경기도,평택시,경기도 평택시  비전6길 2-14,031-651-9294
518,세종한솔새롬점,세종특별자치시,누리로,"세종특별자치시   누리로 119, 첫마을아파트상가동 제비 103호",044-868-9294/044-868-9293
519,세종종촌점,세종특별자치시,"도움1로74,","세종특별자치시 도움1로74, 상가동 1층 105호 (종촌동, 가재마을 10단지)",044-863-9492
520,세종보람점,세종특별자치시,한누리대로2129,"세종특별자치시 한누리대로2129 스타힐타워 2동 115,116호",044-862-9492
521,세종고운점,세종특별자치시,마음로151,세종특별자치시 마음로151 907동 1층,044-864-9245
522,세교통복점,경기도,평택시,경기도 평택시  통복시장로 54번길 16-7,031-653-9979
523,세교1호점,경기도,오산시대호로,"경기도   오산시대호로 131, 1층 107호(궐동, 대유프라자)",031-375-6969
524,성현점,서울특별시,관악구,서울특별시 관악구 봉천동 466-76,02-884-7703
525,성연테크노벨리점,충청남도,서산시,"충청남도 서산시 성연면 충의로 696, 102호",041-663-9492
526,성신여대점,서울특별시,성북구,서울특별시 성북구 동선2가 145번지,02-923-9492
527,성수1호점,서울특별시,성동구,서울특별시 성동구 성수1가2동 13-382 1층,02-464-9294
528,성서계명대점,대구광역시,달서구,대구광역시 달서구  서당로9안길 5,053-584-9288
529,성산2동점,서울특별시,마포구,서울특별시 마포구  성암로7길 25,02-307-9294
530,성당본리점,대구광역시,달서구,대구광역시 달서구  대명천로 96,053-628-9494
531,성내3동점,서울특별시,강동구,서울특별시 강동구 성내동 433-14 1층,02-472-9492
532,성내2동점,서울특별시,강동구,"서울특별시 강동구 성내동 25-1번지 이안A상가 110,111호",02-470-9492
533,성남하대원점,경기도,성남시,"경기도 성남시 중원구  마지로 155번길 25-12, 106호",031-757-9492
534,성남중앙점,경기도,성남시중원구,경기도 성남시중원구  광명로 209,031-732-9232
535,성건중부점,경상북도,경주시,경상북도 경주시  북성로 98,054-777-2092/054-776-2092
536,선학점,인천광역시,연수구,인천광역시 연수구  비류대로529번길 3,032-815-8293
537,선부3동점,경기도,안산시,경기도 안산시 단원구  선부3동 1116-14번지,031-402-9994
538,석촌점,서울특별시,송파구,서울특별시 송파구  송파대로45길 16,02-421-9294
539,석수2동점,경기도,안양시,경기도 안양시 만안구  안양로 532번길 27,031-474-9292
540,석관점,서울특별시,성북구,"서울특별시 성북구  돌곶이로 21, 1층",02-967-9492
541,서현점,경기도,성남시,"경기도 성남시 분당구  황새울로360번길 26, 2층 203호(서현동, 삼보프라자)",031-701-9243
542,서판교점,경기도,성남시,"경기도 성남시 분당구  운중로 178번길 1, 107호",031-709-9294
543,서충주신도시점,충청북도,충주시,"충청북도 충주시 대소원면 첨단산업4로 31, 1층",043-846-9492
544,서초3동점,서울특별시,서초구,서울특별시 서초구   반포대로22길 79-5,02-588-9492
545,서초2동점,서울특별시,서초구,서울특별시 서초구  서운로 79,02-525-9294
546,서천점,충청남도,서천군,충청남도 서천군 서천읍 사곡리 304-68,041-953-9492/041-953-9493
547,서창지구점,인천광역시,남동구,인천광역시 남동구 서창동 112 서창먹거리타운 1층,032-469-9294
548,서울대방점,서울특별시,동작구,서울특별시 동작구  대방동23길 42,02-817-9294
549,서산동문점,충청남도,서산시,"충청남도 서산시  율지 19길 47-10, 1층",041-666-5892
550,서부전하점,울산광역시,동구,울산광역시 동구 봉수로 290 상가동 제비201호(e편한세상전하),052-236-9292
551,서부신시가지점,전라북도,전주시,전라북도 전주시 완산구  후곡길 23-11,063-236-9294
552,서림점,서울특별시,관악구,서울특별시 관악구 신림동 96-60 한강뉴스타,02-882-5155
553,서둔탑동점,경기도,수원시,경기도 수원시 권선구  서둔로 221,031-298-9492
554,서대문연희점,서울특별시,서대문구,"서울특별시 서대문구  연희로 170, 1층",02-333-9492
555,서교점,서울특별시,마포구,"서울특별시 마포구 잔다리로 74, 1층",02-323-9294
556,서곡지구점,전라북도,전주시,전라북도 전주시 완산구  서곡1길 1-4 1층,063-275-9492
557,서강점,서울특별시,마포구,"서울특별시 마포구  독막로22길 28,1층",02-338-9294
558,새솔동점,경기도,화성시,"경기도 화성시  수노을1로 191,  상가 4동 1층 102호 (새솔동, 송산그린시티 이지더원 레이크뷰)",031-356-9592
559,상현2동점,경기도,용인시,경기도 용인시 수지구 상현2동 54-5 가동 102호,031-896-9294
560,상주냉림무양점,경상북도,상주시,경상북도 상주시  냉림2길 31-3,054-533-9495
561,상일점,서울특별시,강동구,서울특별시 강동구 상일동 237번지,02-481-9492
562,상암점,서울특별시,마포구,서울특별시 마포구 상암동 30-1번지 형제빌딩 103호,02-376-9294
563,상무2호점,광주광역시,서구,광주광역시 서구  화정로85번길 30-1,062-375-9992
564,상동하당점,전라남도,목포시,전라남도 목포시  상리로15번길 15,061-277-7200
565,상동점,경기도,부천시,"경기도 부천시  소향로 37번길 19, 1층 122, 123호",032-329-9949
566,상도4동점,서울특별시,동작구,서울특별시 동작구  성대로 63,02-824-9494
567,상도1호점,서울특별시,동작구,서울특별시 동작구 상도동 436,02-826-9294
568,상계보람점,서울특별시,노원구,서울특별시 노원구  노원로34길 66 1층(상계동),02-930-9288
569,"상계6,7동점",서울특별시,노원구,서울특별시 노원구 상계동 728-3 주공6단지 상가 101호,02-936-8288
570,상.중동점,대구광역시,수성구,대구광역시 수성구  상화로66,053-767-9492
571,삼천포점,경상남도,사천시,경상남도 사천시 벌리동 420-8번지,055-835-9494
572,삼척점,강원도,삼척시,강원도 삼척시 대학로 40,033-575-9282
573,삼전점,서울특별시,송파구,"서울특별시 송파구  백제고분로21길 20, 1층 102호",02-424-9992
574,삼송1호점,경기도,고양시,경기도 고양시 덕양구 동산동 355-1번지,02-381-9294
575,삼성2동점,서울특별시,강남구,"서울특별시 강남구  삼성로103길 12, 123",02-515-9294
576,삼산2동점,인천광역시,부평구,인천광역시 부평구 삼산동 453-1번지,032-525-9292
577,삼산1동점,인천광역시,부평구,인천광역시 부평구 평천로 389,032-529-7494
578,산북소룡점,전라북도,군산시,전라북도 군산시  원산북2길 37,063-471-9492/063-465-9482
579,산본1동점,경기도,군포시,"경기도 군포시 군포로745번길 45, 1층",031-394-5999
580,산남성화점,충청북도,청주시,충청북도 청주시 서원구  두꺼비로 27번길 5-11,043-283-9282
581,산곡4동점,인천광역시,부평구,"인천광역시 부평구  원길로11번길 33, 1층",032-525-9494
582,산곡2동점,인천광역시,부평구,인천광역시 부평구  화랑북로 11번길 38,032-517-9292
583,사창사직2점,충청북도,청주시,충청북도 청주시 서원구  사직대로 144번길 35-2,043-273-9289
584,사동계양점,경상북도,경산시,경상북도 경산시  백양로34길 16,053-813-9492
585,사당1동점,서울특별시,동작구,서울특별시 동작구 사당동 1038-12,02-588-9294
586,사2동점,경기도,안산시,"경기도 안산시 상록구  감골로 33, 101호",031-417-9492
