,store,sido,gungu,address,phone
790,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8,031-559-9266
791,별내2호,경기,남양주시,경기 남양주시 별내동 846-7,031-572-1991
792,별내역,경기,남양주시,경기 남양주시 별내동 1006-1,031-527-1998
793,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19,031-574-9981
794,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4,031-528-9994
795,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1,031-571-2772
796,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1,031-527-0401
797,창현,경기,남양주시,경기 남양주시 화도읍 창현리 462-3,031-559-9911
798,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14,031-573-9952
799,평내,경기,남양주시,경기 남양주시 평내동 582-5,031-593-9929
800,호평,경기,남양주시,경기 남양주시 호평동 656-1,031-511-7892
801,생연,경기,동두천시,경기 동두천시 생연동 689-28,031-861-1992
802,송내(동두천),경기,동두천시,경기 동두천시 지행동 694 예일 복합타워 114호,031-863-7797
803,괴안,경기,부천시,경기 부천시 소사구 괴안동 39-2,032-344-9291
804,송내(부천),경기,부천시,경기 부천시 소사구 송내1동 366-13,032-655-9992
805,심곡1호,경기,부천시,경기 부천시 소사구 심곡본동 678-17,"032-611-9239,611-9278"
806,고강1호,경기,부천시,경기 부천시 오정구 고강1동 305-4,"032-675-8228,675-8220"
807,원종도당,경기,부천시,경기 부천시 오정구 원종1동 281-15,032-675-9492~3
808,복사골,경기,부천시,경기 부천시 원미구 중동 716-4,032-264-4343
809,상동1호,경기,부천시,경기 부천시 원미구 상2동 546-6 110호,032-224-9292
810,상동역,경기,부천시,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호,032-328-1771
811,송내로데오,경기,부천시,경기 부천시 원미구 상동 400-2,032-324-3020
812,신중동,경기,부천시,경기 부천시 원미구 중동 1141-1,032-327-9959
813,역곡2동,경기,부천시,경기 부천시 원미구 역곡동 48-5,032-344-9220
814,중동2호,경기,부천시,경기 부천시 원미구 중4동 1033-3,032-328-1600
815,중동꿈마을,경기,부천시,경기 부천시 원미구 심곡동 93-1,032-611-0920
816,동판교,경기,성남시,경기 성남시 분당구 삼평동 664,031-8061-0771
817,무지개마을,경기,성남시,경기 성남시 분당구 구미동 212-2,031-713-9971
818,미금,경기,성남시,경기 성남시 분당구 구미동 47-1,031-717-8884
819,분당효자,경기,성남시,경기 성남시 분당구 서현동 333-1,031-702-0203
820,서판교,경기,성남시,경기 성남시 분당구 판교동 612-3,031-702-1990
821,서현,경기,성남시,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가",031-702-5757
822,수내1호,경기,성남시,경기 성남시 분당구 수내동 32 양지마을청구아파트,031-712-1991
823,아름마을,경기,성남시,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호",031-701-9972
824,야탑1호,경기,성남시,경기 성남시 분당구 야탑동 272-4,031-709-9960
825,정자,경기,성남시,경기 성남시 분당구 정자동 17-5,031-718-5436
826,성남위례,경기,성남시,경기 성남시 수정구 창곡동 547-8,031-759-1992
827,수진1호,경기,성남시,경기 성남시 수정구 수진동 88번지 102호,031-752-9999
828,신흥1호,경기,성남시,경기 성남시 수정구 신흥동 34,031-745-5898
829,태평1동,경기,성남시,경기 성남시 수정구 태평동 6974-1,031-757-8787
830,금광1호,경기,성남시,경기 성남시 중원구 금광동 2706,031-732-9997
831,상대원1호,경기,성남시,경기 성남시 중원구 상대원동 5027,031-744-2004
832,은행1호(성남),경기,성남시,경기 성남시 중원구 은행동 663-3,031-745-5494
833,고색,경기,수원시,경기 수원시 권선구 고색동 31-4,031-292-0050
834,곡반정,경기,수원시,경기 수원시 권선구 곡반정동 584-4,031-236-4991
835,권선1호,경기,수원시,경기 수원시 권선구 권선동 1260-5,031-232-0292
836,금곡1호,경기,수원시,경기 수원시 권선구 금곡동 1088-1,031-295-2339
837,매교,경기,수원시,경기 수원시 권선구 세류동 97-5,031-238-3690
838,탑동(수원),경기,수원시,경기 수원시 권선구 탑동 766-2,031-291-0128
839,호매실,경기,수원시,경기 수원시 권선구 금곡동 1137-3,031-292-9252
840,광교1호,경기,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호,031-212-1998
841,매탄1호,경기,수원시,경기 수원시 영통구 매탄동 1170-4,031-222-3120
842,매탄2호,경기,수원시,경기 수원시 영통구 매탄2동 199-69,031-211-2616
843,매탄3호,경기,수원시,경기 수원시 영통구 매탄4동 208-21,031-216-5425
844,신동1호,경기,수원시,경기 수원시 영통구 신동 935-3,031-203-1155
845,신영통1호,경기,수원시,경기 수원시 영통구 망포동 369-3,031-273-7333
846,영통1호,경기,수원시,경기 수원시 영통구 영통동 1005-1,031-203-0960
847,영통2호,경기,수원시,경기 수원시 영통구 영통동 952-5,031-205-9245
848,연무1호,경기,수원시,경기 수원시 장안구 연무동 249-13,031-253-9244
849,영화,경기,수원시,경기 수원시 장안구 영화동 425-3,031-252-1991
850,율전1호,경기,수원시,경기 수원시 장안구 율전동 298-8,031-292-9898
851,정자1호,경기,수원시,경기 수원시 장안구 정자동 41-2,031-245-4599
852,정자2호,경기,수원시,"경기 수원시 장안구 천천동 502-6, 1층",031-251-2332
853,조원1호,경기,수원시,경기 수원시 장안구 조원동 729-12,031-248-5425
854,파장,경기,수원시,경기 수원시 장안구 송죽동 216-1,031-245-9252
855,수원역,경기,수원시,경기 수원시 팔달구 고등동 86-4,031-247-1991
856,아주대,경기,수원시,경기 수원시 팔달구 우만동 85-3 우만동R타워,031-212-0404
857,우만1호,경기,수원시,경기 수원시 팔달구 우만동 481,031-242-9985
858,인계,경기,수원시,경기 수원시 팔달구 인계동 1118-12,031-224-1990
859,화서1호,경기,수원시,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호",031-292-5225~6
860,화서2호,경기,수원시,경기 수원시 팔달구 화서동 185-3,031-257-9959
861,거모,경기,시흥시,경기 시흥시 거모동 1757-1,031-491-9202
862,능곡,경기,시흥시,경기 시흥시 능곡동 545,031-318-1991
863,목감신도시1호,경기,시흥시,경기 시흥시 목감동 410-2,031-486-1991
864,배곧신도시1호,경기,시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호",031-433-1992
865,신천1호(시흥),경기,시흥시,경기 시흥시 신천동 707-50,031-316-9797
866,월곶,경기도,시흥시,경기도 시흥시 월곶동 1015-1,031-318-1000
867,은계,경기,시흥시,경기 시흥시 은행동 645-5,031-312-1991
868,은행1호(시흥),경기,시흥시,경기 시흥시 대야동 580-4,031-404-9945
869,장곡,경기,시흥시,"경기 시흥시 장곡동 823-5, 동서빌딩",031-404-5220
870,정왕1호,경기,시흥시,경기 시흥시 정왕동 1593-2,031-432-5001
871,정왕2호,경기,시흥시,경기 시흥시 정왕동 1859-3,031-432-5844
872,정왕3호,경기,시흥시,"경기 시흥시 정왕동 1726-1, 광개토빌딩 104호",031-488-9677
873,고잔1호,경기,안산시,경기 안산시 단원구 고잔동 756-1,031-402-9959
874,고잔2호,경기,안산시,경기 안산시 단원구 와동 720-13,031-482-4241
875,선부1호,경기,안산시,경기 안산시 단원구 선부동 1070-2,031-414-0277~8
876,원곡1호,경기,안산시,경기 안산시 단원구 원곡동 754-6,031-494-9515~6
877,중앙(안산),경기,안산시,경기 안산시 단원구 고잔동 540-7,031-405-1991
878,초지역,경기,안산시,경기 안산시 단원구 초지동 592,031-401-4677
879,초지역,경기,안산시,경기 안산시 단원구 초지동 592,031-4014677
880,반월,경기,안산시,경기 안산시 상록구 건건동 650-1,031-418-1000
881,본오1호,경기,안산시,경기 안산시 상록구 본오동 879-10,031-419-4991
882,부곡(안산),경기,안산시,경기 안산시 상록구 부곡동 670-2,031-501-9924
883,사동1호,경기,안산시,경기 안산시 상록구 사동 1172,031-438-9200
884,사동2호,경기,안산시,경기 안산시 상록구 사동 1376-7,031-502-9935~6
885,월피,경기,안산시,"경기 안산시 상록구 월피동 442-26, 1층",031-413-9988
886,일동,경기,안산시,경기 안산시 상록구 일동 89-3,031-501-9953~4
887,공도1호,경기,안성시,경기 안성시 공도읍 만정리 417-98,031-655-8295
888,안성1호,경기,안성시,경기 안성시 연지동 94,031-674-4565
889,안성2호,경기,안성시,경기 안성시 인지동 390-35,031-675-8886
890,진사리,경기,안성시,경기 안성시 공도읍 진사리 20-30,031-653-8882
891,관양,경기,안양시,경기 안양시 동안구 관양동 1437-20 1층,031-422-2829
892,비산1호,경기,안양시,경기 안양시 동안구 비산동 566-7,031-388-9987
893,평촌1호,경기,안양시,경기 안양시 동안구 평촌동 922-2,031-381-5585
894,평촌3호,경기,안양시,경기 안양시 동안구 비산동 1059 층 A동 103호,031-382-0555
895,호계1호(안양),경기,안양시,경기 안양시 동안구 호계2동 927-2,031-455-9989
896,박달사거리,경기,안양시,경기 안양시 만안구 박달동 85-15,031-464-1991
897,석수1호,경기,안양시,경기 안양시 만안구 석수1동 177-6,031-473-9922
898,안양1번가,경기,안양시,경기 안양시 만안구 안양동 674-241,031-444-1991
899,안양1호,경기,안양시,경기 안양시 만안구 안양동 711-317,031-444-9242~3
900,안양2호,경기,안양시,경기 안양시 만안구 안양 5동 448-22 진명빌딩 103호,031-443-0064~5
901,고읍1호,경기,양주시,경기 양주시 광사동 657,031-845-1212
902,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2,031-551-1991
903,덕계(양주),경기,양주시,경기 양주시 덕계동 698-5,031-857-1990
904,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91,031-577-8080
905,덕정1호,경기,양주시,경기 양주시 덕정동 240-27,031-858-7447
906,도농1호,경기,남양주시,경기 남양주시 다산동 608,031-568-9289
907,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8,031-559-9266
908,백석(양주),경기,양주시,경기 양주시 백석읍 복지리 168-3,031-829-9282
909,별내2호,경기,남양주시,경기 남양주시 별내동 846-7,031-572-1991
910,별내역,경기,남양주시,경기 남양주시 별내동 1006-1,031-527-1998
911,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19,031-574-9981
912,옥정,경기,양주시,"경기 양주시 옥정동 966-1 (101호, 102호)",031-866-1991
913,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4,031-528-9994
914,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1,031-571-2772
915,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1,031-527-0401
916,창현,경기,남양주시,경기 남양주시 화도읍 창현리 462-3,031-559-9911
917,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14,031-573-9952
918,평내,경기,남양주시,경기 남양주시 평내동 582-5,031-593-9929
919,호평,경기,남양주시,경기 남양주시 호평동 656-1,031-511-7892
920,양평,경기,양평군,경기 양평군 양평읍 양근리 183-4,031-775-1481
921,여주1호,경기,여주군,경기 여주군 하동 405-4,031-885-1655~6
922,여주대,경기,여주군,경기 여주군 여주읍 점봉리,031-885-1990
923,오학,경기,여주군,경기 여주군 오학동 산45-7,031-885-1999
924,전곡,경기,연천군,경기 연천군 전곡읍 전곡리 302-11,031-833-1991
925,궐동,경기,오산시,경기 오산시 궐동 650-1,031-378-2700
926,세마1호,경기,오산시,경기 오산시 내삼미동 856-8,031-372-1994
927,운암2호,경기,오산시,"경기 오산시 오산동 919-3, 102호",031-378-9229
928,원동,경기,오산시,경기 오산시 오산동 881-7,031-378-2277~8
929,강남대,경기,용인시,"경기 용인시 기흥구 구갈동 594 강남피아 118,119,120호",031-275-1991
930,구갈2지구,경기,용인시,경기 용인시 기흥구 구갈동 353-3,031-281-9282
931,구성1호,경기,용인시,경기 용인시 기흥구 마북동 370-9,031-283-9936
932,동백1호,경기,용인시,경기 용인시 기흥구 동백동 614-5,031-274-0033
933,보라,경기,용인시,경기 용인시 기흥구 보라동 581-2,031-281-1992
934,보정,경기,용인시,경기 용인시 기흥구 보정동 1204-4,031-261-1991
935,흥덕,경기,용인시,경기 용인시 기흥구 영덕동 1007-6,031-215-9253
936,동천1호,경기,용인시,경기 용인시 수지구 동천동 941-7,031-889-1991
937,상현1호,경기,용인시,경기 용인시 수지구 상현동 3-4,031-276-1566
938,상현역,경기,용인시,경기 용인시 수지구 상현동 1160,031-213-1996
939,성복,경기,용인시,경기 용인시 수지구 성복동 162-3,031-264-1991
940,수지1지구,경기,용인시,경기 용인시 수지구 풍덕천동 29-10,031-265-5568~9
941,수지2지구,경기,용인시,경기 용인시 수지구 풍덕천동 697,031-261-2335
942,죽전,경기,용인시,경기 용인시 수지구 죽전동 1151,031-265-6222~1
943,남사,경기,용인시,경기 용인시 처인구 남사면 아곡리 702,031-338-7999
944,둔전,경기,용인시,경기 용인시 처인구 포곡읍 둔전리 400-2,031-333-9245
945,양지,경기,용인시,경기 용인시 처인구 양지리 454-2,031-322-1992
946,용인1호,경기,용인시,경기 용인시 처인구 김량장동 293-24,031-339-0725
947,용인2호,경기,용인시,경기 용인시 처인구 마평동 657-14,031-335-5478
948,내손갈뫼,경기,의왕시,경기 의왕시 내손1동 755-4 명성프라자,031-426-0394~5
949,오전고천,경기,의왕시,경기 의왕시 오전동 276-1,031-477-1150~1
950,인덕원,경기,의왕시,경기 의왕시 포일동 662,031-422-9114
951,포일내손,경기,의왕시,경기 의왕시 내손동 652-21,031-462-1991
952,금오,경기,의정부시,경기 의정부시 금오동 473-4,031-853-0092
953,녹양,경기,의정부시,경기 의정부시 가능동 92-51,031-829-9989
954,민락(의정부),경기,의정부시,경기 의정부시 민락동 834-3,031-872-1991
955,민락2호,경기,의정부시,경기 의정부시 민락동 902-1,031-852-1995
956,신곡,경기,의정부시,경기 의정부시 신곡동 484,031-821-7795~6
957,신곡2호,경기,의정부시,경기 의정부시 신곡동 703-9,031-855-9992
958,용현1호,경기,의정부시,경기 의정부시 용현동 18-15,031-853-9981~2
959,의정부역,경기,의정부시,경기 의정부시 의정부동 140-3 미래프라자 1층,031-855-1992
960,장암,경기,의정부시,경기 의정부시 신곡1동 336,031-840-9290
961,호원1호,경기,의정부시,경기 의정부시 호원동 466-15,031-826-0468
962,회룡역,경기,의정부시,경기 의정부시 호원동 426,031-826-1992
963,이천1호,경기,이천시,경기 이천시 창전동 458-17,031-635-9014
964,이천관고,경기,이천시,경기 이천시 관고동 504-6,031-631-1991
965,이천하이닉스,경기,이천시,경기 이천시 부발읍 아미리 1003-2번,031-637-3392
966,증포,경기,이천시,경기 이천시 증포동 153-5,031-637-8292
967,가람마을,경기,파주시,경기 파주시 와동동 1557-1,031-946-4472
968,교하신도시,경기,파주시,경기 파주시 다율동 1001-6,031-945-9285
969,금촌1호,경기,파주시,경기 파주시 금촌동 51-8,031-941-4043
970,금촌로데오,경기,파주시,경기 파주시 금촌동 986-2,031-946-9222
971,문산,경기,파주시,경기 파주시 문산읍 방촌로 1729,031-953-5848
972,봉일천,경기,파주시,경기 파주시 조리읍 봉일천리 142-3,031-944-8279
973,산내마을,경기,파주시,경기 파주시 목동동 937,031-945-0092
974,운정1호,경기,파주시,경기 파주시 동패동 1758,031-944-2228
975,동삭1호,경기,평택시,경기 평택시 동삭동 704-4,031-655-1991
976,비전1호,경기,평택시,경기 평택시 비전동 829-1,031-658-1255
977,비전2호,경기,평택시,경기 평택시 비전동 790-3,031-618-3678
978,세교,경기,평택시,경기 평택시 세교동 181-8,031-651-9982
979,소사벌,경기,평택시,"경기 평택시 비전동 1015 엘도라도 시티 104호, 105호",031-655-3355
980,송탄1호,경기,평택시,경기 평택시 서정동 843-10,031-667-7771
981,송탄2호,경기,평택시,경기 평택시 지산동 995,031-668-9949
982,안중1호,경기,평택시,경기 평택시 안중읍 현화리 831,031-682-1714
983,팽성1호,경기,평택시,경기 평택시 팽성읍 안정리 26-49,031-691-3424
984,포승1호,경기,평택시,경기 평택시 도곡리 1142-16,031-684-5552
985,송우,경기,포천시,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층,031-542-9113
986,포천,경기,포천시,경기 포천시 신읍동 47-10,031-531-9982~3
987,덕풍1호,경기,하남시,경기 하남시 덕풍동 309-64,031-792-8288
988,미사1호,경기,하남시,경기 하남시 망월동 1004-1,031-796-7887
989,미사역,경기도,하남시,경기도 하남시 망월동 1098-3,031-793-1333
990,신장1호,경기,하남시,경기 하남시 신장동 447-28,031-791-9292
991,신장2호,경기,하남시,경기 하남시 천현동 40-13,031-792-1992
992,남양1호(화성),경기,화성시,경기 화성시 남양읍 남양리 2073-6,031-356-9285
993,동탄1호,경기,화성시,경기 화성시 반송동 42-6,031-613-9294
994,동탄2 영천,경기,화성시,경기 화성시 영천동 701-1,031-372-1991
995,동탄2목동,경기,화성시,경기 화성시 목동 454-5,031-374-0601
996,동탄2산척,경기,화성시,경기 화성시 산척동 산16,031-372-9001
997,동탄2청계,경기,화성시,경기 화성시 청계동 536,031-375-0882
998,동탄2호,경기,화성시,경기 화성시 반송동 217-6,031-8015-1992
999,발안1호,경기,화성시,경기 화성시 향남면 행정리 426-11,031-354-9559
1000,병점1호,경기,화성시,"경기 화성시 병점동 379-10 병점프라자 109호, 110호",031-239-1991
1001,병점2호,경기,화성시,경기 화성시 진안동 914-1,031-224-1991
1002,봉담1호,경기,화성시,경기 화성시 상리 26-8,031-278-9277
1003,와우리,경기,화성시,경기 화성시 기안동 338-4,031-223-9272
1004,향남2지구,경기,화성시,경기 화성시 향남읍 하길리 1466,031-8059-5432
1005,개운,강원,원주시,강원 원주시 개운동 395-23,"033-761-9959,762-2003"
1006,고성(강원),강원,고성군,강원 고성군 간성읍 신안리 218,033-681-9995~6
1007,교동,강원,속초시,강원 속초시 교동 974-2,033-637-0085
1008,교동1호,강원,강릉시,강원 강릉시 교1동 1863-3,033-642-9958
1009,내곡,강원,강릉시,강원 강릉시 내곡동 428-1,033-655-1355
1010,노암,강원,강릉시,강원 강릉시 노암동 708-1,033-644-5582
1011,늘품,강원,원주시,강원 원주시 반곡동 1767-54,033-766-1991
1012,단계,강원,원주시,강원 원주시 단계동 838-4,033-743-1099
1013,단구,강원,원주시,강원 원주시 관설동 1701-4,033-762-3995
1014,대관령,강원,평창군,강원 평창군 횡계리 354-8,033-333-1991
1015,동명,강원,속초시,강원 속초시 동명동 1-18,033-632-1991
1016,명륜(원주),강원,원주시,강원 원주시 명륜동 539,033-765-9922
1017,무실,강원,원주시,강원 원주시 무실동 1664-3,033-744-9999
1018,묵호,강원,동해시,강원 동해시 부곡동 74-5,033-532-1991
1019,문막,강원,원주시,강원 원주시 문막읍 건등리 1705-3,033-748-2255
1020,북삼,강원,동해시,강원 동해시 쇄운동 84-5,033-522-0556~7
1021,사북고한,강원,정선군,강원 정선군 사북읍 사북리 344-56,"033-591-9282,8555"
1022,사창,강원,화천군,강원 화천군 사내면 사창리 457-12,033-441-1991
1023,삼척,강원,삼척시,강원 삼척시 남양동 17-2,033-575-0047~8
1024,석사,강원,춘천시,강원 춘천시 석사동 748-18(33통405),033-263-6262
1025,교동1호,강원,강릉시,강원 강릉시 교1동 1863-3,033-642-9958
1026,내곡,강원,강릉시,강원 강릉시 내곡동 428-1,033-655-1355
1027,노암,강원,강릉시,강원 강릉시 노암동 708-1,033-644-5582
1028,성덕,강원,강릉시,강원 강릉시 입암동 498-13,033-653-9285
1029,주문진,강원,강릉시,강원 강릉시 주문진읍 교항리 119-11,033-661-3505
1030,포남,강원,강릉시,강원 강릉시 포남1동 1140-1,033-647-2563
1031,고성(강원),강원,고성군,강원 고성군 간성읍 신안리 218,033-681-9995~6
1032,묵호,강원,동해시,강원 동해시 부곡동 74-5,033-532-1991
1033,북삼,강원,동해시,강원 동해시 쇄운동 84-5,033-522-0556~7
1034,천곡,강원,동해시,강원 동해시 천곡동 872,033-532-9296~7
1035,삼척,강원,삼척시,강원 삼척시 남양동 17-2,033-575-0047~8
1036,교동,강원,속초시,강원 속초시 교동 974-2,033-637-0085
1037,동명,강원,속초시,강원 속초시 동명동 1-18,033-632-1991
1038,조양,강원,속초시,강원 속초시 조양동 1520-10,033-635-2806
1039,양구,강원,양구군,강원 양구군 양구읍 상리 227-105,033-481-4492
1040,양양,강원,양양군,강원 양양군 양양읍 남문리 125,033-673-2460
1041,영월,강원,영월군,강원 영월군 영월읍 하송리 178-2,033-375-0888
1042,개운,강원,원주시,강원 원주시 개운동 395-23,"033-761-9959,762-2003"
1043,늘품,강원,원주시,강원 원주시 반곡동 1767-54,033-766-1991
1044,단계,강원,원주시,강원 원주시 단계동 838-4,033-743-1099
1045,단구,강원,원주시,강원 원주시 관설동 1701-4,033-762-3995
1046,명륜(원주),강원,원주시,강원 원주시 명륜동 539,033-765-9922
1047,무실,강원,원주시,강원 원주시 무실동 1664-3,033-744-9999
1048,문막,강원,원주시,강원 원주시 문막읍 건등리 1705-3,033-748-2255
1049,우산,강원,원주시,강원 원주시 우산동 818,"033-743-9985,9927"
1050,원주기업도시,강원,원주시,강원 원주시 지정면 가곡리 1348-7,033-732-1991
1051,원주봉화,강원,원주시,강원 원주시 단계동 1173-8,033-744-9595
1052,일산,강원,원주시,강원 원주시 원동 278-7,"033-761-9225,9975"
1053,태장,강원,원주시,강원 원주시 태장동 북원로 2716-1,033-731-9945
1054,혁신(원주),강원,원주시,강원 원주시 반곡동 1880-7,033-748-9993
1055,흥업,강원,원주시,강원 원주시 흥업면 흥업리 585-8,033-761-8778
1056,원통,강원,인제군,강원 인제군 북면 원통리 645-32,033-463-1999
1057,사북고한,강원,정선군,강원 정선군 사북읍 사북리 344-56,"033-591-9282,8555"
1058,석사,강원,춘천시,강원 춘천시 석사동 748-18(33통405),033-263-6262
1059,신사우동,강원,춘천시,강원 춘천시 우두동 1052-29,033-244-9505
1060,춘천교대,강원,춘천시,강원 춘천시 동내면 거두리 912-4,033-261-6886
1061,춘천시청,강원,춘천시,강원 춘천시 소양로 3가 181-9,033-254-1991
1062,퇴계2호,강원,춘천시,강원 춘천시 퇴계동 87,033-264-8833
1063,효자(춘천),강원,춘천시,강원 춘천시 효자동 545-3,033-252-9949
1064,후평1호,강원,춘천시,강원 춘천시 후평동 836-1,033-244-9789
1065,후평사거리,강원,춘천시,강원 춘천시 후평1동 693-4,033-251-4593~4
1066,태백1호,강원,태백시,강원 태백시 상장동 87-36,033-552-4999
1067,대관령,강원,평창군,강원 평창군 횡계리 354-8,033-333-1991
1068,진부,강원,평창군,강원 평창군 진부면 하진부리 152-23,033-336-1991
1069,홍천,강원,홍천군,강원 홍천군 홍천읍 신장대리 8-9,033-435-9996
1070,사창,강원,화천군,강원 화천군 사내면 사창리 457-12,033-441-1991
1071,화천,강원,화천군,강원 화천군 화천읍 하리 44-45,033-442-9995~6
1072,횡성,강원,횡성군,강원 횡성군 횡성읍 읍하리 107-48,033-344-1030
1073,가경2호,충북,청주시,충북 청주시 흥덕구 개신동 691,043-233-9949
1074,강서,충북,청주시,충북 청주시 흥덕구 가경동 1849,043-233-1993
1075,강제,충북,제천시,충북 제천시 강제동 832,043-653-1991
1076,갱고개,충북,충주시,충북 충주시 갱고개로 41,043-842-9929
1077,광혜원,충북,진천군,충북 진천군 광혜원면 광혜원리 503-7,043-535-5292
1078,금왕,충북,음성군,충북 음성군 금왕군 무극리 629,043-883-8292
1079,금천광장,충북,청주시,충북 청주시 상당구 용담동 395,043-292-8383
1080,단양,충북,단양군,충북 단양군 단양읍 도전리 523,043-421-1997
1081,대소,충북,음성군,충북 음성군 대소면 태생리 539-170,043-883-7272
1082,명동,충북,제천시,충북 제천시 명동 198번지,"043-648-9983,9985"
1083,보은,충북,보은군,충북 보은군 보은읍 삼산리 153-2,043-542-0036
1084,복대1호,충북,청주시,충북 청주시 흥덕구 복대동 1652,043-273-9989
1085,봉명1호,충북,청주시,충북 청주시 흥덕구 봉명동 2813,"043-272-9939,9989"
1086,봉방문화교현,충북,충주시,충북 충주시 교현동 634-17,043-857-9982~3
1087,분평,충북,청주시,충북 청주시 서원구 분평동 1234,"043-298-4414,4415"
1088,사직1호(청주),충북,청주시,충북 청주시 흥덕구 사직2동 595-12,043-262-0507~6
1089,산남성화,충북,청주시,충북 청주시 흥덕구 성화동 886번지 101호,043-239-9942
1090,성내용산,충북,충주시,충북 충주시 용산동 598,043-844-2626~5
1091,수곡,충북,청주시,충북 청주시 수곡동 896,043-298-1991
1092,신백,충북,제천시,충북 제천시 신백동 214-7,043-652-9912~3
1093,단양,충북,단양군,충북 단양군 단양읍 도전리 523,043-421-1997
1094,보은,충북,보은군,충북 보은군 보은읍 삼산리 153-2,043-542-0036
1095,금왕,충북,음성군,충북 음성군 금왕군 무극리 629,043-883-8292
1096,대소,충북,음성군,충북 음성군 대소면 태생리 539-170,043-883-7272
1097,음성,충북,음성군,충북 음성군 음성읍 읍내리 354-3,043-873-9292
1098,음성혁신도시,충북,음성군,충북 음성군 맹동면 두성리 1251,043-877-9992
1099,장호원감곡,충북,음성군,충북 음성군 감곡면 왕장리 523-8,043-883-9277
1100,강제,충북,제천시,충북 제천시 강제동 832,043-653-1991
1101,명동,충북,제천시,충북 제천시 명동 198번지,"043-648-9983,9985"
1102,신백,충북,제천시,충북 제천시 신백동 214-7,043-652-9912~3
1103,왕암,충북,제천시,충북 제천시 왕암동 798,043-648-9922
1104,장락,충북,제천시,충북 제천시 장락동 542-7,043-642-9901~2
1105,청전,충북,제천시,충북 제천시 의림동 7-26,043-652-0097
1106,증평,충북,증평군,충북 증평군 증평읍 초중리 8-1,043-838-2245
1107,광혜원,충북,진천군,충북 진천군 광혜원면 광혜원리 503-7,043-535-5292
1108,진천(충북),충북,진천군,충북 진천군 진천읍 남산8길 10-3,043-534-9024
1109,오창1호,충북,청원군,충북 청원군 오창면 각리 650-1,043-217-9982
1110,오창산업단지,충북,청원군,충북 청원군 오창읍 주성리 602,043-217-1990
1111,청주옥산,충북,청원군,충북 청원군 옥산면 가락리 산 68-8,043-274-1992
1112,금천광장,충북,청주시,충북 청주시 상당구 용담동 395,043-292-8383
1113,용암1호,충북,청주시,충북 청주시 상당구 용암동 2574,043-295-1999
1114,용암2호,충북,청주시,충북 청주시 상당구 용암동 1780,043-293-1991
1115,우암동,충북,청주시,충북 청주시 상당구 우암동 123-81,043-252-9944
1116,분평,충북,청주시,충북 청주시 서원구 분평동 1234,"043-298-4414,4415"
1117,가경2호,충북,청주시,충북 청주시 흥덕구 개신동 691,043-233-9949
1118,강서,충북,청주시,충북 청주시 흥덕구 가경동 1849,043-233-1993
1119,복대1호,충북,청주시,충북 청주시 흥덕구 복대동 1652,043-273-9989
1120,봉명1호,충북,청주시,충북 청주시 흥덕구 봉명동 2813,"043-272-9939,9989"
1121,사직1호(청주),충북,청주시,충북 청주시 흥덕구 사직2동 595-12,043-262-0507~6
1122,산남성화,충북,청주시,충북 청주시 흥덕구 성화동 886번지 101호,043-239-9942
1123,오송,충북,청주시,충북 청주시 흥덕구 오송읍 호송읍 만수리 521,043-236-1992
1124,운천신봉,충북,청주시,충북 청주시 흥덕구 운천동 1366,043-265-6555
1125,하복대,충북,청주시,충북 청주시 흥덕구 복대동 2960,043-236-9994
1126,갱고개,충북,충주시,충북 충주시 갱고개로 41,043-842-9929
1127,봉방문화교현,충북,충주시,충북 충주시 교현동 634-17,043-857-9982~3
1128,성내용산,충북,충주시,충북 충주시 용산동 598,043-844-2626~5
1129,연수,충북,충주시,충북 충주시 연수동 1610,043-853-3533
1130,계룡대,충남,계룡시,충남 계룡시 엄사면 엄사리 253-1,042-841-9902~3
1131,권곡,충남,아산시,충남 아산시 권곡동 549-26,041-549-7745
1132,금산(충남),충남,금산군,충남 금산군 금산읍 상리 47-10,041-751-9966
1133,기지시,충남,당진시,충남 당진시 반촌리 861-20,041-356-1992
